263,-16,64,-3841,18944,-23810,0,-2049,0,1628
264,-22,66,-5377,19712,-25346,0,-2561,0,1628
264,-16,70,512,22272,-10498,0,-2049,0,1628
256,-15,52,512,22272,-10498,0,-2817,0,1628
259,-14,66,-513,20480,-9986,0,-4609,0,1629
261,-14,67,-769,21760,-10242,0,-6145,0,1628
263,-13,66,-769,21760,-10242,0,-5121,0,1627
262,-19,70,256,22016,-10242,0,-3073,0,1629
262,-6,50,768,20992,-10242,0,-2817,0,1628
262,-16,63,768,20992,-10242,0,-1793,0,1629
262,-21,61,256,21504,-11522,0,-2305,0,1628
259,-10,61,0,21760,-12034,0,-3329,0,1629
264,-14,63,0,21760,-12034,0,-5889,0,1629
268,-8,63,256,21248,-7938,0,-5633,0,1629
255,-19,57,256,20224,-12802,0,-2817,0,1627
253,-12,52,256,20224,-12802,0,-1537,0,1629
266,-15,69,-257,20992,-11266,0,-2561,0,1627
256,-9,63,-257,20992,-9474,0,-2049,0,1628
259,-11,58,-257,20992,-9474,0,-1025,0,1626
261,-3,57,256,22016,-13058,0,-1281,0,1628
264,-13,51,-769,19968,-12034,0,-2561,0,1627
266,-8,53,-769,19968,-12034,0,-4097,0,1629
267,-14,62,768,21504,-12802,0,-3329,0,1631
264,-11,62,-513,22272,-10242,0,-1537,0,1628
269,-9,62,-513,22272,-10242,0,-2817,0,1629
256,-14,67,-1,22016,-10754,0,-1793,0,1628
261,-6,60,256,21504,-12034,0,-2049,0,1629
263,-12,61,256,21504,-12034,0,-2561,0,1629
264,-12,53,-1,21248,-10498,0,-2305,0,1628
258,-7,57,0,21504,-3074,0,-2561,0,1626
260,-10,59,0,21504,-3074,0,-3329,0,1629
261,-13,57,-257,21248,-12546,0,-2049,0,1627
249,-6,59,-257,21248,-12546,0,-2561,0,1629
256,-5,66,-257,21248,-12546,0,-4865,0,1626
263,-11,60,-257,20736,-10242,0,-4865,0,1629
251,-12,66,-257,20736,-10242,0,-5633,0,1627
263,-9,60,2304,19712,-9986,0,-8705,0,1629
261,-10,58,256,19968,-9986,0,-8961,0,1629
267,-11,56,256,19968,-9986,0,-6913,0,1627
270,-4,46,1280,19968,-8962,0,-5377,0,1629
258,-21,61,0,20992,-6658,0,-3841,0,1630
258,-12,63,0,20992,-6658,0,-1793,0,1628
262,-10,67,1536,20992,-2818,0,-769,0,1628
262,-12,57,-513,20736,-11010,0,768,0,1629
265,-12,49,-513,20736,-11010,0,4608,0,1629
255,-16,59,-1025,21504,-9986,0,8448,0,1629
259,-8,63,768,20480,-7682,0,5632,0,1629
259,-11,50,768,20480,-7682,0,-257,0,1628
263,-8,62,-1793,21504,-12290,0,-5121,0,1628
252,-9,60,-1281,21248,-9474,0,-6145,0,1628
268,-15,59,-1281,21248,-9474,0,-7681,0,1628
259,-18,53,-1025,20736,-11266,0,-4353,0,1627
252,-14,57,0,20736,-4866,0,-2305,0,1628
262,-19,65,0,20736,-4866,0,1792,0,1627
268,-11,61,-1537,19712,-10498,0,512,0,1628
256,-9,57,-1025,19968,-11522,0,-513,0,1628
266,-12,52,-1025,19968,-11522,0,-4097,0,1628
263,-3,56,-1025,19712,-9986,0,-7681,0,1628
265,-17,57,-769,21760,-6146,0,-5633,0,1629
260,-10,62,-769,21760,-6146,0,-769,0,1629
267,-9,66,-513,20480,-8962,0,-1,0,1628
268,-8,54,-513,20480,-8962,0,0,0,1627
262,-10,55,-513,20480,-8962,0,-513,0,1627
261,-10,50,512,24064,-3074,0,-4609,0,1629
265,-8,54,512,24064,-3074,0,-5889,0,1629
260,-6,69,-1,21504,-7426,0,-4097,0,1628
267,-13,54,-513,21504,-7682,0,-1,0,1627
266,-12,59,-513,21504,-7682,0,256,0,1626
262,-6,42,-513,22272,-9730,0,-2049,0,1629
267,-15,63,1024,21248,-770,0,-3585,0,1627
259,-11,65,1024,21248,-770,0,-3073,0,1627
258,-12,60,-1,22528,-6146,0,-2049,0,1628
266,-11,53,512,22272,-6402,0,-1537,0,1627
261,-5,56,512,22272,-6402,0,-2561,0,1627
259,-11,63,-257,22272,-8962,0,-2817,0,1629
264,-13,60,-257,22272,-8962,0,-2561,0,1628
266,-23,67,1024,22784,511,0,-4865,0,1628
270,-8,68,-257,22528,-8706,0,-2049,0,1628
265,-16,62,-257,22528,-8706,0,-769,0,1628
265,-7,58,-1,21248,-6914,0,-3073,0,1628
267,-11,54,-1,22016,-9986,0,-3329,0,1628
257,-10,53,-1,22016,-9986,0,-2305,0,1627
262,-18,60,-769,21760,-8962,0,-2305,0,1628
260,-9,49,-1025,22016,-8962,0,-2817,0,1628
257,-8,54,-1025,22016,-8962,0,-1537,0,1627
256,-4,53,-257,22784,-10498,0,-3073,0,1627
261,-10,65,0,20992,-4098,0,-3073,0,1628
265,-9,58,0,20992,-4098,0,-1281,0,1628
257,-6,59,-1,20736,-9474,0,-5633,0,1627
266,-20,61,-1,20736,-9474,0,-10497,0,1630
256,-9,62,-1,20736,-9474,0,-2817,0,1628
267,-4,46,-257,21248,-8194,0,-3841,0,1629
266,-9,56,-257,21248,-8194,0,-8961,0,1628
260,-7,64,768,22016,-2,0,-12033,0,1628
264,-21,58,-769,21248,-8450,0,7424,0,1629
259,-14,49,-769,21248,-8450,0,17408,0,1629
260,-12,60,0,22272,-8706,0,15104,0,1629
263,-15,57,-1025,21760,-7938,0,3840,0,1629
257,-13,60,-1025,21760,-7938,0,5632,0,1627
259,-18,66,-769,20992,-7426,0,-1025,0,1628
267,-10,50,256,22016,-8450,0,-5889,0,1627
262,-17,65,256,22016,-8450,0,-1537,0,1629
260,-13,55,-513,22016,-9986,0,-1025,0,1628
265,-24,65,-1,21760,-7682,0,5120,0,1628
265,-16,61,-1,21760,-7682,0,-2049,0,1628
258,-16,68,-2305,22272,-8706,0,-5889,0,1628
267,-25,62,512,22528,-8194,0,-7169,0,1627
270,-13,68,512,22528,-8194,0,-14593,0,1628
265,-14,61,256,23296,-4866,0,-13313,0,1627
264,-17,46,256,23040,-5378,0,-17409,0,1628
256,-6,61,256,23040,-5378,0,-13057,0,1630
257,-7,46,-769,21248,-9730,0,-2049,0,1631
263,-12,50,-769,21248,-9730,0,11520,0,1628
276,-6,59,-769,21248,-9730,0,-27137,0,1629
267,-2,59,-1025,22016,-9986,0,15871,0,1628
263,-1,63,-1025,22016,-9986,0,31743,0,1629
254,-6,58,-1025,22016,-9986,0,-3585,0,1628
268,-1,50,-1,21504,-7426,0,12032,0,1628
258,0,53,-1,21504,-7426,0,15104,0,1629
271,-14,59,-1,21504,-7426,0,16384,0,1629
257,-12,55,-1,21760,-8194,0,16896,0,1629
254,-11,51,-1,21760,-8194,0,-30976,0,1627
268,-12,49,-1,20480,-8194,0,31744,0,1629
261,-21,63,-769,22272,-10242,0,-1793,0,1629
258,-15,68,-769,22272,-10242,0,-13057,0,1629
260,-21,61,768,22272,-3586,0,1024,0,1628
272,-17,54,-769,21760,-4866,0,4352,0,1628
274,-21,56,-769,21760,-4866,0,-1537,0,1629
258,-9,46,-1,22272,-8450,0,-6401,0,1630
256,-14,59,-769,20736,-8706,0,0,0,1628
262,-16,68,-769,20736,-8706,0,3072,0,1628
266,-16,58,512,23808,-770,0,-2049,0,1629
265,-16,63,512,23808,-770,0,-1,0,1629
260,-16,65,3328,22528,-2050,0,-1793,0,1628
263,-13,61,0,24320,-5378,0,0,0,1628
257,-12,69,0,24320,-5378,0,0,0,1628
256,-22,64,0,20480,-9730,0,-513,0,1629
255,-12,55,0,20480,-9730,0,-2049,0,1628
268,-11,59,0,20480,-9730,0,-1537,0,1628
268,-18,59,-257,23808,-7426,0,-1793,0,1629
264,-13,59,-257,23808,-7426,0,-2561,0,1628
256,-9,63,0,22272,-9730,0,-2305,0,1629
259,-8,58,768,23552,-5122,0,-257,0,1629
261,-19,61,768,23552,-5122,0,-1281,0,1629
267,-8,57,1024,23040,-7938,0,-1025,0,1628
257,-15,61,-769,22016,-8194,0,-2305,0,1628
267,-23,67,-769,22016,-8194,0,-3329,0,1629
258,-14,62,512,22016,-3586,0,-3329,0,1628
267,-12,64,-1025,21760,-7682,0,-2817,0,1629
269,-9,60,-1025,21760,-7682,0,-769,0,1628
259,-21,70,-257,21504,-7938,0,-513,0,1629
255,-18,62,-1793,22016,-7426,0,-3073,0,1629
261,-7,74,-1793,22016,-7426,0,-3841,0,1628
262,-15,62,-769,22016,-10242,0,-4609,0,1626
260,-17,58,-257,21760,-9730,0,-1537,0,1626
265,-13,69,-257,21760,-9730,0,-1,0,1628
262,-17,75,-513,21248,-9218,0,-2561,0,1628
259,-20,67,-257,21760,-4866,0,-2305,0,1628
264,-14,60,-257,21760,-4866,0,-3585,0,1628
258,-16,73,-513,22016,-4610,0,-2561,0,1628
267,-13,69,256,20480,-11266,0,-1793,0,1628
258,-16,71,256,20480,-11266,0,-1025,0,1628
269,-11,71,-1025,18944,-12290,0,-257,0,1629
263,-11,68,-1025,19200,-11778,0,512,0,1628
257,-7,61,-1025,19200,-11778,0,-1,0,1628
260,-17,60,-5889,17408,-22274,0,256,0,1628
258,-21,70,-3841,17920,-21250,0,-1537,0,1628
261,-24,77,-3841,17920,-21250,0,-1,0,1629
263,-24,63,-2817,17408,-19458,0,768,0,1628
258,-21,68,-1025,20224,-11266,0,2048,0,1629
257,-13,62,-1025,20224,-11266,0,-1025,0,1629
259,-11,75,-1281,20224,-12290,0,-4097,0,1628
265,-16,61,-1537,19200,-11778,0,-4097,0,1627
267,-13,78,-1537,19200,-11778,0,-3073,0,1628
260,-18,67,0,17664,-12034,0,-2817,0,1628
266,-19,68,-1025,19200,-12546,0,256,0,1628
255,-21,70,-1025,19200,-12546,0,-1025,0,1629
260,-20,71,0,20992,-7426,0,2304,0,1628
264,-23,68,-1025,19456,-11522,0,4096,0,1628
264,-18,71,-1025,19456,-11522,0,3584,0,1628
250,-12,57,-769,20480,-13058,0,-3329,0,1629
259,-20,55,2048,20992,-3586,0,-6145,0,1629
260,-14,53,2048,20992,-3586,0,-5121,0,1627
264,-26,62,-1,20736,-8706,0,1792,0,1628
259,-20,69,-513,19968,-11522,0,3840,0,1629
258,-16,53,-513,19968,-11522,0,3584,0,1628
261,-34,58,-769,19456,-12546,0,-2049,0,1628
270,-20,55,1536,21248,-8450,0,-6913,0,1628
260,-17,61,1536,21248,-8450,0,-4609,0,1630
255,-22,63,-1,19712,-10498,0,-2817,0,1628
247,-18,47,256,22272,-7426,0,-2305,0,1629
267,-15,62,256,22272,-7426,0,-257,0,1629
262,-24,69,-513,20224,-12802,0,-2561,0,1628
258,-25,69,-257,21760,-11266,0,-3329,0,1629
255,-18,64,-257,21760,-11266,0,-2305,0,1627
264,-18,59,-1025,21248,-11522,0,-3329,0,1627
265,-19,61,768,20992,-14594,0,-3841,0,1629
263,-13,65,768,20992,-14594,0,-1025,0,1627
261,-7,61,-513,20480,-8706,0,-257,0,1627
261,-14,59,256,21504,-12290,0,0,0,1629
272,-16,61,256,21504,-12290,0,0,0,1628
245,-21,63,-513,20992,-12802,0,-3585,0,1627
264,-23,62,0,19968,-13058,0,-6145,0,1629
263,-23,65,0,19968,-13058,0,-3841,0,1628
264,-16,55,-513,21760,-12802,0,-2561,0,1629
264,-18,62,-513,21760,-12802,0,-3585,0,1629
262,-14,67,-513,21760,-12802,0,-3585,0,1628
253,-16,63,-257,20224,-11522,0,-769,0,1627
255,-11,57,1792,20480,-11266,0,-1793,0,1628
264,-18,61,1792,20480,-11266,0,-2049,0,1627
256,-18,53,512,21504,-9218,0,-3073,0,1628
261,-17,58,-513,20736,-13058,0,-4353,0,1627
262,-16,62,-513,20736,-13058,0,-6145,0,1629
260,-9,62,0,21504,-11010,0,-4609,0,1627
263,-7,49,0,21504,-10754,0,-2305,0,1628
262,-14,56,0,21504,-10754,0,-1793,0,1629
266,-11,54,-513,21504,-12034,0,-3841,0,1629
262,-14,58,-513,21504,-12034,0,-8193,0,1628
264,-16,64,256,21248,-12034,0,-10241,0,1628
261,-25,55,256,23040,-4610,0,-9217,0,1628
252,-28,69,256,23040,-4610,0,-5121,0,1628
246,-22,70,256,23040,-4610,0,3328,0,1629
261,-29,67,-257,20736,-12802,0,4864,0,1628
269,-20,60,-257,20736,-12802,0,-2049,0,1627
265,-18,61,-1281,21248,-13570,0,-9217,0,1629
260,-19,56,0,22784,-7170,0,-12289,0,1627
256,-21,63,0,22784,-7170,0,-9985,0,1628
257,-10,71,0,22784,-7170,0,-5377,0,1629
258,-14,64,-769,21760,-9986,0,-2817,0,1628
269,-11,55,-769,21760,-9986,0,2048,0,1629
257,-19,57,-513,20992,-12802,0,4096,0,1629
267,-14,58,-513,22784,-11266,0,2560,0,1630
268,-12,62,-513,22784,-11266,0,-1537,0,1627
264,-22,57,512,22272,-7170,0,-2305,0,1628
263,-16,59,-769,22016,-13570,0,-3329,0,1628
258,-18,54,-769,22016,-13570,0,-3073,0,1630
263,-15,70,-1793,21760,-13058,0,-2817,0,1629
265,-16,62,-513,21504,-12290,0,-1537,0,1627
259,-13,51,-513,21504,-12290,0,1024,0,1628
262,-17,60,0,21760,-13058,0,-513,0,1629
254,-10,60,-1537,22016,-13570,0,-1281,0,1630
264,-17,58,-1537,22016,-13570,0,-3841,0,1628
264,-18,59,-1025,23040,-10242,0,-5889,0,1626
264,-19,64,-513,22272,-11010,0,-4097,0,1627
262,-18,68,-513,21760,-12034,0,0,0,1627
260,-16,56,-769,21760,-12034,0,0,0,1627
265,-16,67,-257,22528,-11522,0,-1537,0,1627
254,-16,73,-257,22528,-11522,0,-2561,0,1628
254,-8,76,-513,22272,-7682,0,-3073,0,1631
262,-12,67,-1281,22016,-13058,0,-4353,0,1628
258,-11,63,-1281,22016,-13058,0,-7937,0,1629
265,-10,66,-1281,22016,-13058,0,-5633,0,1629
258,-24,68,-257,22784,-12034,0,-4865,0,1628
263,-14,58,-257,22016,-14594,0,-1281,0,1628
258,-19,64,-257,22016,-14594,0,-2049,0,1629
258,-23,62,-1025,21504,-13314,0,1792,0,1627
269,-6,60,0,22272,-13314,0,-2561,0,1628
263,-13,59,0,22272,-13314,0,256,0,1628
261,-12,65,768,23296,-4610,0,256,0,1628
260,-15,67,768,23296,-4610,0,-513,0,1630
263,-20,62,-513,22016,-13570,0,-1537,0,1627
264,-26,59,-1537,23040,-12802,0,-2305,0,1628
261,-25,66,-1537,23040,-12802,0,-2049,0,1628
262,-24,52,-1537,23040,-12802,0,-1537,0,1629
261,-22,63,2048,23040,-5122,0,-257,0,1627
264,-24,61,2048,23040,-13826,0,-2561,0,1628
261,-13,58,-1,23040,-13826,0,-4097,0,1628
262,-13,57,512,23040,-11010,0,-1025,0,1629
249,-13,46,1536,23552,-11778,0,-2305,0,1628
270,-11,54,1536,23552,-11778,0,-2305,0,1627
259,-13,62,-257,22784,-12802,0,768,0,1628
256,-18,56,512,21760,-13058,0,-1281,0,1629
260,-16,64,512,21760,-13058,0,-5377,0,1629
264,-11,57,-257,23552,-12034,0,-1025,0,1628
258,-25,64,512,23808,-11266,0,-1025,0,1627
260,-22,54,512,23808,-11266,0,-2561,0,1629
267,-14,47,-769,22528,-11010,0,-513,0,1631
259,-10,66,768,22272,-9730,0,-1793,0,1629
263,-14,58,768,22272,-9730,0,-2561,0,1628
255,-12,44,2048,23808,-1794,0,-1793,0,1629
268,-26,57,1024,23552,-8962,0,-3329,0,1628
260,-10,53,1024,23552,-8962,0,-1025,0,1628
265,-13,48,1024,23808,-8450,0,-1281,0,1628
255,-15,60,256,21504,-9986,0,-3329,0,1629
254,-19,51,256,21504,-9986,0,-1281,0,1629
262,-19,50,0,22784,-10242,0,-1281,0,1629
257,-16,52,0,22784,-10242,0,-2817,0,1628
250,-11,50,0,22784,-10242,0,-1537,0,1628
258,-12,46,1024,22784,-8962,0,-1025,0,1627
265,-22,54,1024,22784,-8962,0,-4097,0,1629
260,-11,56,-257,22784,-5890,0,-2561,0,1627
259,-17,48,256,22016,-8706,0,0,0,1629
253,-21,53,256,22016,-8706,0,-1537,0,1628
255,-16,59,768,23040,-7170,0,-3329,0,1629
275,-22,52,-513,23552,-5890,0,-1025,0,1629
255,-21,50,-513,23552,-5890,0,-2817,0,1629
262,-21,49,-769,22272,-8194,0,-1793,0,1629
270,-20,53,-1,23296,-7682,0,-1,0,1629
266,-25,57,-1,23296,-7682,0,1280,0,1628
261,-19,51,0,22784,-5122,0,-257,0,1629
266,-16,54,0,22784,-5122,0,-1793,0,1629
260,-16,53,0,22784,-5122,0,-1537,0,1629
249,-23,56,-1,21760,-6658,0,-2817,0,1627
266,-21,58,-1,21760,-6658,0,-3585,0,1628
266,-20,59,-513,21504,-6402,0,-3073,0,1628
269,-18,53,-769,21504,-5122,0,-1793,0,1628
260,-19,54,-769,21504,-5122,0,-1281,0,1629
260,-16,51,-769,21760,-1282,0,-769,0,1628
257,-16,53,-1281,22272,-6146,0,-513,0,1628
266,-13,47,-1281,22272,-6146,0,-2561,0,1628
260,-23,46,-1,22784,-4098,0,-2305,0,1627
266,-16,46,-2561,21248,-4098,0,-2049,0,1629
262,-18,47,-2561,21248,-4098,0,-4353,0,1629
257,-29,44,-1025,20736,-5378,0,-4097,0,1627
263,-36,47,-2561,21760,-5634,0,-2817,0,1626
252,-24,57,-2561,21760,-5634,0,-5633,0,1628
257,-19,48,-2049,20480,-8194,0,-5121,0,1628
247,-17,54,-1793,20224,-7938,0,-5377,0,1629
234,-16,61,-1793,20224,-7938,0,-4865,0,1628
248,-27,56,-4097,21248,-7682,0,-7681,0,1628
259,-12,49,-2049,22016,-6914,0,-6657,0,1629
255,-6,49,-2049,22016,-6914,0,-6913,0,1629
265,-3,44,-2817,21760,-7426,0,-5633,0,1629
264,-19,51,-257,22784,511,0,-2305,0,1628
